Salary,Assets,ExistingLoans,CreditScore,NumAccounts,PropertyOwnership,VoterRegistration,TotalIncome,Creditworthy,Fraud
65519,47680,4,715,1,Owns Property,Registered,68180,1,0
33798,67512,0,629,1,Owns Property,Registered,42040,0,0
21920,32105,3,573,3,Owns Property,Not Registered,25959,0,0
19960,50554,1,648,1,Owns Property,Not Registered,26247,0,0
30564,48621,1,709,3,Owns Property,Registered,34783,1,0
15444,60398,4,690,2,Owns Property,Registered,20266,1,0
41684,32677,1,680,1,Rents Property,Not Registered,43650,0,0
17278,51944,0,735,2,Owns Property,Not Registered,21954,0,0
20121,70474,4,745,3,Owns Property,Registered,26045,1,0
106593,57520,0,652,1,Owns Property,Not Registered,109817,0,0
84176,54739,0,620,1,Rents Property,Registered,91638,1,0
88229,26489,1,606,2,Owns Property,Registered,96308,0,0
88243,63722,1,603,2,Rents Property,Registered,93404,0,0
63294,54295,3,683,2,Owns Property,Not Registered,69087,0,0
56601,33205,3,667,1,Owns Property,Registered,62329,1,0
31748,43925,0,555,3,Owns Property,Registered,35847,1,0
42465,56601,4,568,1,Owns Property,Registered,46062,0,0
8989,50871,2,640,2,Rents Property,Registered,12406,1,0
88331,47841,2,639,2,Owns Property,Registered,90931,0,0
96564,71466,2,659,3,Rents Property,Registered,100381,0,0
51309,33004,1,698,2,Rents Property,Registered,58332,1,0
-6303,42969,0,697,1,Owns Property,Registered,-2268,0,0
138623,42839,4,660,3,Rents Property,Registered,144692,0,0
86741,60214,1,672,1,Rents Property,Registered,92701,1,0
65148,50054,2,711,3,Rents Property,Registered,70358,0,0
76514,40159,1,691,3,Rents Property,Not Registered,82087,0,0
13209,47129,1,734,1,Rents Property,Registered,15839,0,0
17426,54674,4,628,2,Rents Property,Registered,22614,1,0
30811,52626,4,601,3,Owns Property,Not Registered,34623,1,0
76864,39960,2,658,2,Owns Property,Registered,84293,0,0
15450,18009,4,667,1,Rents Property,Registered,21358,1,0
23471,37703,0,685,2,Owns Property,Not Registered,30062,1,0
16103,55598,3,612,3,Owns Property,Registered,20782,1,0
33207,66121,1,657,3,Owns Property,Registered,36709,0,0
58449,53641,0,673,2,Rents Property,Registered,62974,1,0
16424,41239,0,604,3,Owns Property,Registered,18333,0,0
79645,55170,4,663,1,Owns Property,Registered,82838,0,0
17299,65641,1,654,3,Rents Property,Registered,19532,1,0
15754,58791,3,674,3,Owns Property,Registered,20261,1,0
93212,70689,3,650,3,Owns Property,Registered,99928,1,0
111678,40364,1,650,3,Owns Property,Registered,116102,1,0
13667,35428,3,695,3,Rents Property,Not Registered,16434,0,0
31065,68463,1,721,1,Owns Property,Registered,37192,1,0
131039,61419,0,700,1,Rents Property,Registered,132523,0,0
65282,69814,2,643,3,Rents Property,Not Registered,67879,1,0
115832,55545,2,577,2,Rents Property,Not Registered,121384,1,0
63981,21132,2,625,1,Rents Property,Not Registered,71217,1,0
44283,40462,4,682,3,Owns Property,Registered,48885,0,0
93314,49085,1,662,2,Rents Property,Not Registered,94619,0,0
61411,37848,3,633,1,Owns Property,Registered,66626,1,0
42492,56115,1,547,1,Rents Property,Registered,51253,0,0
38237,41752,1,616,3,Rents Property,Registered,45243,0,0
125608,29464,4,722,2,Owns Property,Registered,129510,1,0
34970,64467,1,540,2,Owns Property,Registered,39336,0,0
80366,58140,4,695,3,Owns Property,Registered,86488,0,0
21336,40227,2,649,3,Owns Property,Registered,27379,1,0
68037,43010,1,620,3,Owns Property,Registered,69657,0,0
34009,41965,2,643,3,Rents Property,Registered,39179,0,0
59888,62056,4,689,2,Rents Property,Registered,67583,0,0
48956,61059,0,631,1,Rents Property,Not Registered,53665,0,0
54933,40060,1,653,1,Owns Property,Registered,59308,0,0
38611,45030,3,677,1,Owns Property,Not Registered,47070,1,0
125066,69174,2,630,2,Owns Property,Not Registered,130108,1,0
127961,56155,4,643,1,Owns Property,Registered,134424,1,0
74743,57368,3,608,3,Rents Property,Registered,81337,0,0
95064,73909,2,635,3,Owns Property,Registered,100519,1,0
22565,55519,1,592,1,Owns Property,Registered,25975,0,0
154055,45315,4,703,3,Owns Property,Registered,155508,1,0
19810,44601,2,546,1,Owns Property,Not Registered,23392,0,0
52500,43318,4,595,2,Rents Property,Registered,56578,1,0
11967,64423,4,567,1,Rents Property,Registered,19099,0,0
174581,61728,1,662,3,Rents Property,Registered,180718,0,0
159408,57193,3,717,3,Rents Property,Not Registered,162565,0,0
52624,53445,0,715,3,Owns Property,Not Registered,56795,0,0
106484,60835,4,600,1,Rents Property,Registered,110017,0,0
25831,32026,3,660,3,Owns Property,Registered,28590,1,0
67454,50159,1,649,2,Rents Property,Registered,72107,1,0
17986,46811,3,669,3,Rents Property,Not Registered,24803,1,0
10079,29885,1,648,1,Rents Property,Registered,12351,1,0
87839,61540,4,654,1,Rents Property,Not Registered,95204,0,0
136933,51583,4,633,3,Rents Property,Registered,142327,0,0
41293,54447,2,656,2,Owns Property,Registered,46586,1,0
22982,51175,1,637,2,Owns Property,Registered,27470,0,0
36650,36675,3,586,3,Owns Property,Not Registered,41833,0,0
27855,30356,2,740,2,Rents Property,Registered,32722,0,0
15718,24443,4,580,2,Rents Property,Registered,20902,0,0
107678,40425,0,659,3,Rents Property,Registered,111623,0,0
62993,52435,2,590,2,Owns Property,Registered,69274,1,0
99703,71475,3,605,3,Owns Property,Registered,100465,0,0
22739,19855,0,613,2,Owns Property,Registered,29294,0,0
37921,18995,0,667,2,Owns Property,Not Registered,44054,0,0
19191,41366,4,732,3,Owns Property,Not Registered,25216,0,0
20288,60483,2,657,1,Rents Property,Registered,26122,0,0
41313,57417,4,760,2,Owns Property,Not Registered,46883,0,0
31984,46908,3,507,3,Rents Property,Registered,38491,0,0
137034,20375,1,669,2,Rents Property,Registered,142788,1,0
50170,26032,1,687,1,Owns Property,Not Registered,54432,0,0
34183,66669,2,577,1,Rents Property,Registered,37900,0,0
107087,54493,2,700,3,Rents Property,Registered,111982,0,0
62213,64204,1,659,2,Owns Property,Registered,70041,0,0
59678,61904,0,668,3,Owns Property,Registered,66246,0,0
65322,81339,4,620,1,Owns Property,Registered,71303,1,0
26147,43447,4,704,2,Owns Property,Not Registered,24949,0,0
62911,44491,2,660,1,Rents Property,Not Registered,64671,1,0
31684,55508,2,580,1,Owns Property,Not Registered,37338,0,0
16611,66951,3,622,3,Owns Property,Registered,23981,0,0
69194,25346,4,699,3,Owns Property,Registered,73221,1,0
13638,41828,1,642,2,Owns Property,Not Registered,18750,0,0
106740,47802,0,681,3,Rents Property,Registered,110814,1,0
58108,50949,4,701,3,Owns Property,Registered,60791,0,0
38722,60481,3,695,2,Owns Property,Registered,42783,0,0
57031,70828,2,662,3,Rents Property,Registered,62295,0,1
106753,62785,2,740,3,Owns Property,Not Registered,115194,1,0
128360,51693,2,680,3,Owns Property,Registered,133065,1,1
64940,52379,3,692,3,Owns Property,Not Registered,69940,0,0
11733,51526,1,662,2,Owns Property,Registered,19649,0,0
139911,78243,1,657,3,Owns Property,Registered,146136,1,0
69062,62226,0,665,1,Owns Property,Registered,75245,0,0
32009,34429,1,645,2,Rents Property,Registered,38282,0,0
14443,47748,0,642,3,Owns Property,Registered,18529,0,0
34722,38702,1,651,1,Rents Property,Registered,39864,0,0
25036,66686,3,661,3,Rents Property,Registered,30911,1,0
27350,25141,2,657,3,Rents Property,Registered,31489,1,0
173225,41504,4,576,2,Rents Property,Registered,177922,1,0
46657,42991,4,636,2,Owns Property,Registered,51235,0,0
130855,43199,3,682,1,Owns Property,Not Registered,133408,0,0
63613,37421,4,724,2,Owns Property,Registered,71402,0,0
54752,45677,3,692,3,Rents Property,Not Registered,58938,0,0
27778,65288,1,628,2,Rents Property,Registered,31519,0,0
103449,54450,3,701,2,Rents Property,Registered,109156,1,0
30017,57039,2,675,3,Rents Property,Registered,38174,1,0
109081,64309,0,598,1,Owns Property,Registered,112840,1,0
15745,61502,4,686,1,Owns Property,Registered,20679,0,0
36521,23639,2,681,1,Owns Property,Registered,35547,0,0
19896,50435,3,657,2,Owns Property,Registered,28688,0,0
11754,49809,4,714,1,Owns Property,Registered,15501,1,0
89869,30056,4,717,2,Owns Property,Registered,89145,0,0
95954,72490,3,677,3,Rents Property,Registered,103033,0,0
95591,32268,3,693,1,Owns Property,Registered,97948,0,0
148707,42680,2,619,3,Owns Property,Registered,150923,0,0
79827,47506,4,696,3,Rents Property,Registered,82545,0,0
52664,63292,4,704,3,Owns Property,Not Registered,56498,0,0
42516,45824,0,654,2,Owns Property,Registered,50747,1,0
158958,37417,0,581,3,Rents Property,Registered,161027,1,0
74165,72768,3,708,2,Rents Property,Not Registered,80669,1,0
26050,54827,1,697,3,Owns Property,Registered,29409,0,0
18634,28892,1,611,3,Rents Property,Registered,22355,0,0
39823,51898,0,645,3,Rents Property,Registered,44060,0,0
46218,60306,2,748,2,Rents Property,Not Registered,50868,1,0
61424,54993,2,618,1,Owns Property,Registered,67040,1,0
88990,59455,3,604,3,Rents Property,Registered,90453,0,0
121468,55464,0,633,2,Owns Property,Registered,131054,0,0
61611,39772,4,690,1,Owns Property,Registered,66489,1,0
130658,25565,2,549,3,Owns Property,Registered,133090,0,0
26051,68602,2,659,1,Rents Property,Registered,33904,0,0
115616,48126,4,619,2,Owns Property,Registered,120210,0,0
76777,54993,0,679,2,Rents Property,Registered,81314,1,0
100345,47413,2,641,1,Owns Property,Registered,107055,0,0
40236,45738,2,713,1,Owns Property,Not Registered,41233,1,0
88786,64375,1,689,1,Rents Property,Registered,95078,1,0
42560,47652,2,644,3,Owns Property,Registered,47901,0,0
130228,60548,4,689,2,Rents Property,Registered,133909,0,0
149616,27014,2,614,3,Rents Property,Registered,153958,1,0
56865,28780,0,608,3,Owns Property,Registered,60379,1,0
16793,39086,1,695,2,Owns Property,Registered,21922,0,0
18270,14815,4,640,3,Owns Property,Registered,23669,1,0
39368,52080,2,695,1,Owns Property,Not Registered,41904,0,0
86321,33280,4,576,2,Rents Property,Registered,89631,0,0
16419,44734,0,572,1,Rents Property,Registered,17354,1,0
80357,43542,0,641,1,Owns Property,Not Registered,82930,0,0
15609,40324,2,623,3,Owns Property,Registered,18827,0,0
18693,28398,2,641,2,Owns Property,Registered,18973,0,0
48454,57155,4,667,3,Owns Property,Not Registered,54191,0,0
125280,59663,4,700,3,Owns Property,Registered,131636,0,0
51024,58395,2,614,2,Owns Property,Registered,60580,1,0
15618,45714,0,689,1,Owns Property,Registered,21355,0,0
22533,47657,3,603,2,Owns Property,Registered,25745,0,0
20376,30622,3,552,3,Rents Property,Registered,25295,0,0
12883,46250,1,635,3,Owns Property,Registered,18695,1,0
84595,44962,0,718,3,Rents Property,Not Registered,90260,0,0
-2234,53722,0,625,2,Owns Property,Registered,648,1,0
83211,37199,0,664,1,Rents Property,Registered,90905,1,0
78477,49496,1,631,2,Rents Property,Registered,84798,0,0
74714,45453,2,695,2,Rents Property,Registered,81735,0,0
122271,59473,4,612,3,Owns Property,Not Registered,129529,1,0
23841,71782,1,625,2,Rents Property,Registered,30467,0,0
25539,61088,2,656,2,Owns Property,Registered,31684,0,0
89748,48617,4,629,2,Owns Property,Registered,95655,1,0
20453,44539,2,560,1,Owns Property,Registered,25794,0,0
68557,55631,2,604,3,Owns Property,Registered,73116,1,0
136732,23529,3,638,3,Rents Property,Registered,142004,1,0
138225,42847,0,656,1,Owns Property,Registered,141444,1,0
79182,55247,3,709,3,Owns Property,Registered,85884,1,0
107946,33612,1,638,1,Owns Property,Registered,111911,1,0
74465,48899,4,613,1,Owns Property,Registered,78363,1,0
21906,59563,3,715,2,Owns Property,Registered,26982,0,0
103405,59729,3,619,3,Rents Property,Registered,108631,0,0
32186,31752,2,685,3,Owns Property,Not Registered,37388,1,0
84746,32035,3,609,2,Owns Property,Registered,91305,0,0
55573,42239,1,736,2,Owns Property,Registered,63126,1,0
32624,63863,0,655,3,Rents Property,Registered,36005,1,0
19124,42340,3,713,1,Owns Property,Registered,23579,0,0
45981,50187,4,647,2,Rents Property,Registered,50527,0,0
93452,50608,4,632,2,Rents Property,Not Registered,98430,1,0
60078,51141,2,633,1,Rents Property,Registered,65419,0,0
61613,52579,3,586,2,Rents Property,Registered,64663,0,0
62682,66264,1,615,3,Owns Property,Registered,68989,1,0
30215,48497,4,656,2,Owns Property,Registered,35706,1,0
44346,39263,1,604,2,Owns Property,Not Registered,48038,0,0
77067,53954,3,656,3,Rents Property,Registered,82991,0,0
25551,15756,0,655,1,Owns Property,Registered,29679,0,0
45396,46399,3,644,2,Rents Property,Registered,50479,0,0
123565,28421,4,680,2,Owns Property,Registered,127057,1,0
83687,45356,4,679,1,Owns Property,Registered,90192,1,0
92385,64133,2,693,2,Rents Property,Registered,97109,0,0
209241,21279,3,660,1,Owns Property,Registered,214833,0,0
18022,35723,3,687,3,Rents Property,Not Registered,24092,1,0
123752,51148,4,676,1,Owns Property,Not Registered,130383,0,0
18509,59497,2,624,2,Owns Property,Registered,25526,1,0
43273,64768,3,636,3,Owns Property,Registered,49871,0,0
17928,45162,0,583,3,Rents Property,Registered,23380,0,0
129085,36399,2,682,2,Rents Property,Registered,134510,1,0
44357,49887,0,667,2,Owns Property,Registered,47786,0,0
21061,46870,1,612,1,Rents Property,Not Registered,27568,0,0
51723,61395,3,627,3,Owns Property,Registered,53611,1,0
28037,59594,3,576,1,Owns Property,Registered,34503,0,0
21057,51553,0,727,1,Owns Property,Registered,24523,1,0
59826,36846,2,699,1,Rents Property,Not Registered,67722,1,0
35646,41630,1,671,3,Owns Property,Registered,41557,0,0
30590,51008,3,608,3,Owns Property,Registered,36085,0,0
24326,66723,1,649,3,Rents Property,Registered,29409,0,0
17587,40035,0,641,1,Owns Property,Registered,25067,0,0
50404,54995,4,669,3,Rents Property,Registered,53754,1,0
83496,59875,2,610,1,Rents Property,Registered,89688,0,0
61857,76159,2,561,3,Owns Property,Registered,68140,1,0
21392,63434,2,605,1,Owns Property,Registered,26491,0,0
94414,43383,1,624,3,Owns Property,Registered,99262,0,0
82705,15000,3,670,3,Owns Property,Registered,90611,1,0
24461,34868,2,668,1,Owns Property,Registered,27516,0,0
43798,41346,0,583,3,Owns Property,Registered,45567,0,0
26741,38833,3,613,1,Rents Property,Not Registered,31548,1,0
14834,40294,0,586,1,Owns Property,Registered,19512,0,0
23712,26637,3,699,1,Rents Property,Not Registered,28786,0,0
22707,54200,1,762,3,Owns Property,Registered,26567,0,0
48212,50007,4,657,1,Owns Property,Registered,53225,0,0
104521,23799,2,726,3,Owns Property,Registered,106636,1,0
111806,85892,0,694,1,Rents Property,Registered,121385,1,0
55030,69349,0,682,3,Rents Property,Registered,57869,0,0
58692,60579,1,542,2,Owns Property,Registered,64729,0,0
31070,48547,1,634,1,Owns Property,Not Registered,35885,1,0
15222,46237,4,633,2,Owns Property,Registered,20230,1,0
57329,55565,0,567,2,Rents Property,Registered,61100,0,0
21689,57833,3,681,3,Rents Property,Registered,28295,0,0
100246,32393,4,660,1,Rents Property,Registered,104564,0,1
101929,57413,0,590,3,Owns Property,Registered,106514,0,0
31416,50245,3,584,1,Owns Property,Registered,34349,0,0
17904,63082,4,638,3,Owns Property,Registered,25770,1,0
33164,71227,2,747,1,Owns Property,Registered,37631,0,0
42142,29549,3,657,3,Owns Property,Registered,45921,0,0
35825,58648,0,700,3,Owns Property,Registered,40850,0,0
-2685,53163,4,604,1,Owns Property,Registered,6480,0,0
30299,65036,2,655,1,Owns Property,Registered,32000,0,1
27738,52839,1,708,1,Owns Property,Registered,35710,0,0
17833,46774,1,745,1,Rents Property,Registered,26060,0,0
50383,48699,4,690,3,Owns Property,Registered,55153,0,0
55784,29489,2,587,1,Rents Property,Registered,56115,1,0
38337,45651,4,719,2,Owns Property,Registered,42702,0,0
92556,59717,2,669,1,Rents Property,Registered,96795,0,0
86142,58865,2,605,2,Rents Property,Registered,87697,1,0
55947,47075,1,651,2,Rents Property,Registered,57153,1,0
67660,72268,3,704,1,Rents Property,Registered,74948,1,0
12642,48019,4,723,1,Rents Property,Registered,18775,1,0
11126,64302,2,658,3,Owns Property,Registered,13801,0,0
16056,29983,0,670,1,Owns Property,Registered,21456,1,0
76357,56981,1,731,2,Owns Property,Not Registered,78495,0,0
40706,51025,0,653,3,Owns Property,Not Registered,42863,1,0
16365,45329,2,621,3,Rents Property,Registered,20174,1,0
65527,58622,2,592,1,Owns Property,Registered,68868,1,0
122058,53077,3,648,3,Rents Property,Registered,126362,0,0
55114,56602,1,649,3,Owns Property,Registered,59922,1,0
37543,58247,1,686,3,Owns Property,Registered,40924,0,0
10785,41038,1,628,3,Rents Property,Registered,16914,1,0
18570,76338,4,563,1,Owns Property,Registered,25515,0,0
76587,72855,1,591,1,Owns Property,Registered,78563,0,0
28199,49078,3,741,2,Rents Property,Registered,36825,1,0
37760,57420,4,709,1,Rents Property,Not Registered,41944,1,0
85892,38360,0,720,3,Rents Property,Registered,90838,0,0
99980,30638,4,602,3,Owns Property,Registered,104654,1,0
36580,58777,0,636,1,Rents Property,Not Registered,42340,1,0
39983,71914,2,693,1,Owns Property,Registered,45463,0,0
24562,45769,0,574,3,Owns Property,Registered,30482,0,0
99778,54259,1,557,2,Owns Property,Registered,101214,1,0
84993,36810,0,586,3,Rents Property,Not Registered,94008,0,0
17816,26990,1,615,2,Rents Property,Registered,25019,0,0
79738,42703,4,701,2,Rents Property,Registered,81919,0,0
25185,49152,0,669,1,Rents Property,Registered,29391,0,0
13925,64770,2,683,3,Owns Property,Registered,14072,0,0
74948,31605,1,626,1,Owns Property,Registered,76574,1,0
66707,34468,0,585,1,Owns Property,Registered,71264,0,0
6944,34431,4,651,1,Owns Property,Registered,12875,1,0
63829,69902,1,628,1,Owns Property,Registered,70507,0,0
104218,74569,0,630,1,Owns Property,Registered,106506,0,0
51204,78786,1,682,1,Owns Property,Registered,60170,0,0
25160,69760,3,655,3,Owns Property,Registered,31527,0,0
14489,54273,3,621,1,Owns Property,Registered,16936,0,0
15092,49716,4,650,3,Owns Property,Registered,20464,1,0
13435,60796,2,598,3,Rents Property,Registered,17605,0,0
25773,47422,3,610,3,Rents Property,Registered,28290,0,0
152698,72866,4,634,1,Owns Property,Registered,156662,0,0
30715,58511,3,574,2,Rents Property,Registered,35647,0,1
54004,45592,4,673,3,Owns Property,Registered,55790,0,0
124980,41058,2,570,3,Rents Property,Registered,129461,0,0
20748,52374,3,594,3,Owns Property,Registered,26660,1,0
60417,48034,3,621,1,Rents Property,Registered,67479,1,0
16257,60321,0,659,1,Rents Property,Registered,22242,1,1
134481,54168,4,640,2,Rents Property,Registered,138540,1,0
129252,51529,1,516,3,Owns Property,Registered,134230,0,0
56186,85536,4,610,3,Rents Property,Registered,61802,0,0
63551,62320,4,720,3,Owns Property,Not Registered,69031,0,0
72525,58484,3,673,2,Rents Property,Registered,77393,1,0
36329,40495,3,590,1,Owns Property,Registered,41134,0,0
29644,22989,4,621,1,Rents Property,Not Registered,33594,1,0
14925,94203,4,689,2,Owns Property,Registered,19916,0,0
154128,46499,4,624,1,Owns Property,Registered,158467,0,0
31936,30822,2,600,1,Owns Property,Registered,34578,0,0
26958,47968,3,608,2,Owns Property,Registered,33428,1,0
44738,58110,1,662,1,Rents Property,Registered,50216,1,0
122762,57275,1,666,1,Owns Property,Not Registered,126485,0,1
100972,29468,1,709,2,Owns Property,Registered,105562,0,0
97253,655,1,659,1,Owns Property,Registered,102405,0,0
64767,69599,1,679,3,Owns Property,Registered,71209,1,0
60962,73783,1,628,1,Rents Property,Registered,65267,1,0
64118,71128,2,608,2,Rents Property,Not Registered,69141,1,0
113160,48219,0,600,3,Rents Property,Registered,120997,1,0
31123,34686,1,636,1,Owns Property,Not Registered,29486,1,0
6162,61288,2,627,1,Rents Property,Registered,9276,1,0
86044,52213,2,589,2,Rents Property,Registered,91844,1,0
40242,57898,2,609,3,Owns Property,Registered,47060,1,0
32134,51384,1,743,2,Owns Property,Not Registered,34957,1,0
43848,37197,3,605,2,Owns Property,Registered,47000,1,0
86452,57146,0,639,1,Rents Property,Registered,91525,0,0
50467,51210,0,513,3,Rents Property,Not Registered,52140,0,0
62743,39118,0,628,2,Owns Property,Registered,67381,1,0
40715,47700,1,698,2,Owns Property,Registered,45399,1,0
-2954,55651,1,630,2,Rents Property,Not Registered,1624,1,0
72343,41922,4,600,1,Owns Property,Registered,75420,0,0
55685,73230,2,597,2,Owns Property,Registered,59521,0,0
16109,30795,1,672,1,Rents Property,Registered,17602,0,0
17783,19394,0,697,2,Rents Property,Registered,20250,1,0
74390,56029,0,770,1,Owns Property,Registered,78660,0,0
117109,33014,1,511,2,Rents Property,Registered,123323,1,0
45435,56980,1,611,2,Rents Property,Not Registered,50885,1,0
99331,62833,3,651,2,Owns Property,Registered,105705,0,0
76333,41420,4,695,2,Owns Property,Registered,81987,0,0
120294,66905,1,715,1,Owns Property,Registered,128061,1,0
94860,32571,1,612,2,Rents Property,Registered,98326,0,0
147977,58663,4,629,3,Owns Property,Registered,153896,1,0
25005,11547,4,620,3,Rents Property,Registered,30516,0,0
49860,47406,0,668,1,Rents Property,Registered,54940,0,0
92453,48516,2,693,3,Owns Property,Registered,96319,0,0
18260,53839,1,701,2,Rents Property,Registered,21774,1,0
21545,53258,1,666,2,Owns Property,Registered,25718,1,0
61547,81383,3,597,3,Rents Property,Registered,63828,1,0
17927,72800,3,680,3,Owns Property,Not Registered,20445,1,0
83120,31726,4,765,1,Owns Property,Registered,88036,1,0
17249,56378,4,716,2,Owns Property,Registered,22169,1,0
82277,40128,4,605,3,Owns Property,Registered,87039,1,0
24350,71506,0,698,2,Owns Property,Registered,26393,0,0
97582,56874,4,781,3,Rents Property,Registered,99603,0,0
34530,47709,3,729,3,Rents Property,Registered,38307,0,0
33163,74478,0,611,2,Owns Property,Registered,42101,0,0
57468,66398,2,628,2,Rents Property,Registered,60513,0,0
17535,46232,0,675,1,Owns Property,Registered,23901,1,0
40217,47595,3,605,1,Rents Property,Not Registered,44254,1,0
136796,62300,0,646,3,Owns Property,Registered,139357,1,0
13526,48433,1,649,2,Rents Property,Registered,18463,1,0
40796,33767,1,668,2,Rents Property,Registered,44260,1,0
18791,43882,1,617,2,Owns Property,Not Registered,24084,1,0
30693,55335,0,764,3,Owns Property,Registered,35901,1,0
78090,54806,2,634,3,Owns Property,Registered,79175,0,0
36002,26585,0,724,3,Rents Property,Registered,42021,1,0
48969,44759,2,711,1,Owns Property,Registered,52029,1,0
41577,37877,3,653,2,Rents Property,Registered,46954,0,0
36333,71985,2,547,2,Rents Property,Registered,41489,1,0
28660,51110,3,626,3,Owns Property,Registered,36178,1,0
45860,57362,3,652,1,Owns Property,Registered,50761,0,0
63097,38628,2,699,1,Rents Property,Registered,68579,0,0
17059,60559,3,628,1,Owns Property,Registered,19456,1,0
167455,39874,3,624,1,Rents Property,Not Registered,174952,1,0
55531,48646,3,632,2,Rents Property,Registered,61408,0,0
18733,33354,1,663,3,Rents Property,Not Registered,22521,1,0
19407,55126,4,674,2,Owns Property,Registered,26610,1,0
25216,10698,0,626,2,Owns Property,Registered,31571,1,0
45903,91356,3,626,1,Owns Property,Registered,50304,0,0
74089,63628,2,625,3,Owns Property,Not Registered,75318,0,0
109193,45682,0,662,3,Owns Property,Not Registered,114415,1,0
163597,69137,1,715,1,Owns Property,Registered,168049,0,0
97480,59863,4,753,1,Owns Property,Registered,106096,1,0
20845,40183,4,668,1,Rents Property,Registered,26650,1,0
30511,44036,4,658,1,Owns Property,Not Registered,33206,0,0
128087,28611,4,677,2,Rents Property,Registered,134915,1,0
57859,46313,2,725,1,Rents Property,Registered,60946,1,0
49448,42125,4,515,1,Rents Property,Not Registered,54259,0,0
41199,43622,3,586,2,Owns Property,Registered,46036,0,0
58903,37936,3,720,2,Owns Property,Registered,62211,1,0
117734,53523,2,604,1,Rents Property,Not Registered,118970,0,0
78635,41389,2,642,2,Owns Property,Registered,84794,0,0
28276,34495,0,665,1,Rents Property,Registered,33636,1,0
14974,55688,1,648,1,Owns Property,Not Registered,18997,1,0
74141,53517,3,632,1,Owns Property,Registered,76789,0,0
30730,27197,0,570,2,Rents Property,Registered,38057,1,0
71857,49464,0,607,1,Owns Property,Registered,75194,0,0
44017,59681,3,689,2,Owns Property,Registered,47245,1,0
46324,33425,3,651,2,Owns Property,Registered,49906,1,0
88963,47741,4,719,1,Owns Property,Registered,94356,0,0
36375,28884,0,685,1,Owns Property,Registered,40913,1,0
82931,85723,3,628,2,Owns Property,Not Registered,92344,0,0
78969,68345,1,676,3,Owns Property,Registered,86240,0,0
29085,36844,1,659,1,Owns Property,Registered,30788,1,0
81129,58637,3,653,2,Rents Property,Registered,86378,0,0
11920,45668,3,592,1,Owns Property,Registered,19040,1,0
26836,49417,4,555,1,Owns Property,Registered,32234,1,0
43534,66231,3,641,1,Owns Property,Not Registered,46166,1,0
41409,64999,3,606,3,Rents Property,Registered,47793,0,0
66893,42928,2,643,2,Owns Property,Registered,71748,1,0
27968,36902,2,644,2,Owns Property,Not Registered,32063,1,0
114431,64703,0,723,1,Owns Property,Registered,119612,0,0
67640,40589,2,647,3,Owns Property,Registered,72818,0,0
21442,77286,4,640,3,Rents Property,Registered,24361,0,0
22582,79850,1,690,1,Owns Property,Not Registered,24414,0,0
16523,53844,3,742,3,Owns Property,Not Registered,25897,0,0
22255,40650,3,586,2,Rents Property,Registered,25895,1,0
18125,13890,4,682,2,Rents Property,Registered,22678,0,0
122871,42935,2,693,1,Owns Property,Registered,128512,0,0
18397,27745,3,706,3,Owns Property,Registered,24322,1,0
69091,47081,0,681,1,Owns Property,Registered,73428,0,0
23535,60652,0,653,3,Rents Property,Registered,28635,1,0
32605,49694,3,594,3,Rents Property,Registered,38618,1,0
42531,54327,4,733,2,Owns Property,Registered,46401,1,0
39617,42340,2,703,3,Owns Property,Registered,42824,1,0
13503,33382,2,539,1,Rents Property,Registered,17241,0,0
66110,68046,1,687,1,Owns Property,Not Registered,75218,0,0
60693,35844,0,668,2,Rents Property,Not Registered,66809,0,0
23101,27997,2,562,3,Owns Property,Registered,26444,0,0
50720,53773,1,672,2,Owns Property,Registered,56176,0,0
47920,35160,3,590,1,Owns Property,Registered,52859,0,1
17621,54249,4,657,2,Owns Property,Not Registered,24224,1,0
87141,55799,1,669,1,Owns Property,Registered,96006,1,0
233065,58533,3,611,1,Rents Property,Registered,237094,1,0
104086,43864,3,658,3,Owns Property,Registered,108106,0,0
25206,47907,0,638,1,Owns Property,Registered,30246,1,0
136481,39532,1,700,3,Rents Property,Not Registered,140609,1,0
73269,61537,0,643,3,Owns Property,Registered,76813,1,0
52326,43187,1,607,1,Rents Property,Registered,59592,1,0
115576,26013,1,591,1,Owns Property,Registered,118403,0,0
95678,43818,0,751,3,Owns Property,Registered,99899,0,0
76781,51441,2,570,1,Rents Property,Registered,85257,0,0
80104,42200,0,643,1,Rents Property,Not Registered,82820,0,0
30242,40718,4,766,3,Rents Property,Registered,34387,0,0
102224,56846,0,612,2,Owns Property,Registered,107415,0,1
17266,59728,0,755,1,Owns Property,Registered,21237,0,0
150193,26055,1,762,3,Owns Property,Registered,154536,0,0
55933,68409,0,610,2,Rents Property,Registered,56639,1,0
146924,40552,2,687,3,Owns Property,Not Registered,152502,1,0
68851,51113,0,610,3,Rents Property,Registered,75234,0,0
113606,56077,4,610,3,Rents Property,Not Registered,117385,0,0
33037,61588,2,695,1,Owns Property,Registered,39100,1,0
85414,38226,3,649,2,Rents Property,Registered,89777,1,0
60723,50917,0,627,2,Rents Property,Registered,68760,0,0
22826,41256,1,700,2,Owns Property,Registered,23229,0,0
41818,42995,2,656,3,Owns Property,Not Registered,46351,0,0
3476,54377,3,585,1,Rents Property,Registered,11407,1,0
29228,36246,4,639,1,Owns Property,Registered,35400,0,0
28766,58336,4,674,3,Rents Property,Registered,31752,1,0
